bne.n,vsub.f64,vdiv.f64,movne,str,lsrs,cmp,adds,vmrs,push,vmrs,cmp.w
adds,vmov,vcvt.f64.s32,vmrs,ldr,lsrs,vcvt.f64.s32,mov,it,movw,vadd.f64,bcc.n
pop,vadd.f64,vdiv.f64,bne.w,str,strb.w,vmul.f64,adc.w,vnegmi.f64,ldmia.w,vadd.f64,movs.w
subs,vstr,vcvt.f64.s32,cmp,str,ldr,vdiv.f64,cmp,bmi.n,movw,it,adcs
mov,and.w,vdiv.f64,bne.w,str,ldr.w,vadd.f64,sbcs.w,vcmpe.f64,uxth,ble.n,adc.w
cmp,add,vcvt.f64.s32,vsub.f64,bl,strb,beq.n,mov,vmrs,lsrs,vmovle.f64,tst.w
bne.n,vpop,vadd.f64,vcmp.f64,push,strb.w,vsub.f64,mov,ite,uxth,vcmpe.f64,sub.w
adds,ldmia.w,vdiv.f64,vmrs,cmp,add.w,vabs.f64,mov,vsubgt.f64,lsrs,vmrs,bne.n
pop,bx,vsub.f64,vcmp.f64,sub,cmp.w,vcmpe.f64,bge.n,vcmpe.f64,mla,it,cmp.w
subs,cmp,vadd.f64,ite,ldrh.w,bne.n,vmov.f64,adds,vaddle.f64,mla,ble.n,it
mov,bhi.n,vsub.f64,movne,ldrb.w,uxth,vmrs,mov,vmrs,pop,vmovle.f64,adcs.w
cmp,tbb,vadd.f64,vmrs,bgt.n,lsrs,bgt.n,adc.w,vadd.f64,str,vcmpe.f64,adceq.w
bne.n,vldr,vsub.f64,bne.n,ldr,uxth,vmov,cmp,it,add.w,vmov.f64,orr.w
adds,vmul.f64,vadd.f64,cmp,subs,lsrs,adds,sbcs.w,bmi.n,str,vmrs,pop
pop,vldr,vsub.f64,bne.n,str,mla,cmp,mov,vmovmi.f64,bx,ite,subs
subs,vldr,beq.n,cmp,ldr,mov.w,vcvt.f64.s32,mov,vcmpe.f64,vmul.f32,vsubgt.f64,vmov
mov,movs,vsub.f64,bne.n,str,mla,vmul.f64,mov,vmrs,add,vcmpe.f64,strd
cmp,vcmpe.f64,vabs.f64,vsub.f64,ldr,ldr.w,vdiv.f64,bge.n,it,bl,vaddle.f64,vadd.f64
bne.n,vneg.f64,vcmpe.f64,vcmp.f64,str,lsrs,vadd.f64,adds,bmi.n,movw,vmrs,bne.n
adds,vmrs,vmov.f64,vmrs,ldr,uxth,beq.n,mov,vmovmi.f64,movt,bgt.n,bl
pop,vmov.f64,vmrs,bne.n,str,add.w,vsub.f64,adc.w,vcmpe.f64,push,vmov.f64,push
subs,vneg.f64,bgt.n,vcmp.f64,ldr,mla,vabs.f64,cmp,ldr,movw,vcmpe.f64,movw
mov,bpl.n,vmov,vmrs,str,lsrs,vcmpe.f64,sbcs.w,add,ldmia.w,vmrs,movt
cmp,bl,adds,bne.n,str,uxth,vmov.f64,mov,vldr,movw,bpl.n,movw
bne.n,vcmpe.f64,adds,vsub.f64,str,mov.w,vmrs,mov,ldr,uxth,vadd.f64,movw
adds,push,vmov,vcmp.f64,bl,mov.w,bgt.n,mov,vmrs,lsrs,vldr,movs
pop,vpush,adds,vmrs,push,mla,vmov,bge.n,it,uxth,ldr,ldr
subs,mov,vmov,bne.n,cmp,mov.w,adds,adds,vsubgt.f64,lsrs,add,ldr
mov,sub,adds,vcmp.f64,sub,mov,cmp,mov,add,mla,vldr,uxth
cmp,vmov.f64,vmov,vmrs,ldrh.w,add.w,vcvt.f64.s32,adc.w,vldr,mla,ldr,lsrs
bne.n,vmrs,adds,bne.n,ldrb.w,orr.w,vmul.f64,cmp,it,pop,add,uxth
adds,vmov.f64,vcvt.f64.s32,vsub.f64,bgt.n,ldr,vdiv.f64,sbcs.w,vadd.f64,str,vldr,lsrs
pop,ble.w,vmov,vcmp.f64,ldr,strb,vadd.f64,mov,vldrle,add.w,ldr,mla
subs,ldr,adds,vmrs,subs,lsrs,beq.n,mov,vadd.f64,str,add,mla
mov,it,vmov,bne.n,str,orr.w,vsub.f64,mov,vadd.f64,bx,vldr,uxth.w
cmp,vnegle.f64,mov,vcmp.f64,ldr,strb.w,vabs.f64,bge.n,vadd.f64,vadd.f32,vadd.f64,lsrs
bne.n,add,vmov,vmrs,str,ldr.w,vcmpe.f64,adds,vmla.f64,umull,ldr,add.w
adds,vldr,adds,bne.n,ldr,mov,vmov.f64,mov,vadd.f64,subs,add,mla
pop,vsub.f64,adds,vsub.f64,str,lsrs,vmrs,adc.w,vadd.f64,add.w,vldr,uxth
subs,vsub.f64,vmov,vcmp.f64,ldr,orr.w,bgt.n,cmp,vsub.f64,lsrs,vadd.f64,lsrs
mov,vmov,cmp,vmrs,str,strb.w,vmov,sbcs.w,vadd.f64,orr.w,vmul.f64,mla
cmp,vneg.f64,vdiv.f64,beq.n,ldr,lsrs,adds,mov,vadd.f64,rsb,vmul.f64,mov
bne.n,vsub.f64,vcvt.f64.s32,vcmp.f64,str,ldr.w,cmp,mov,vcmp.f64,umull,vsub.f64,str
adds,b.n,vdiv.f64,vmrs,str,orr.w,vcvt.f64.s32,mov,vmrs,blx,vsub.f64,add.w
pop,vmul.f64,vcvt.f64.s32,bne.n,str,ldr,vmul.f64,bge.n,beq.w,add,vmov.f64,orr.w
subs,vldr,vdiv.f64,vpop,bl,strb,vdiv.f64,adds,add.w,add,vnmls.f64,str
mov,vldr,vcvt.f64.s32,vmov.f64,push,lsrs,vadd.f64,mov,add.w,ldr,vmul.f64,mov
cmp,ldr,vdiv.f64,vmov.f64,cmp,orr.w,beq.n,adc.w,vpop,vmov,vsub.f64,pop
bne.n,lsls,vcvt.f64.s32,bx,sub,strb.w,vsub.f64,cmp,pop,movw,vsub.f64,bl
adds,vldr,vdiv.f64,vmov.f64,ldrh.w,ldr.w,vabs.f64,sbcs.w,vadd.f64,movt,vmla.f64,orrs.w
pop,add,vcvt.f64.s32,vmov.f64,ldrb.w,lsrs,vcmpe.f64,mov,vcmpe.f64,vmov.f32,vmla.f64,it
subs,vldr,vdiv.f64,vmov.f64,bgt.n,lsrs,vmov.f64,mov,vmov.f64,push,vadd.f64,push
mov,add.w,vcvt.f64.s32,vmov.f64,ldr,lsrs,vmrs,mov,vmrs,sub,vadd.f64,moveq.w
cmp,vldr,vdiv.f64,vmov.f64,subs,strb.w,bgt.n,bge.n,vsub.f64,bic.w,vadd.f64,b.n
bne.n,vldr,vcvt.f64.s32,vsub.f64,str,ldr,vmov,adds,vmov.f64,cmp,vmla.f64,mov.w
adds,vldr,vadd.f64,bl,ldr,ldr.w,adds,mov,bmi.n,ble.n,vmla.f64,add.w
pop,vldr,vdiv.f64,vabs.f64,str,strb,cmp,adc.w,vsub.f64,cmp.w,vadd.f64,movs.w
subs,add.w,vsub.f64,vabs.f64,ldr,strb.w,vcvt.f64.s32,cmp,vabs.f64,blt.n,vadd.f64,beq.w
mov,vldr,vadd.f64,vcmpe.f64,str,add.w,vmul.f64,sbcs.w,vcmpe.f64,beq.n,vcvt.s32.f64,mov.w
cmp,mov,vsub.f64,vmrs,ldr,cmp.w,vdiv.f64,mov,vmov.f64,vsub.f32,vstr,movs.w
bne.n,vnmls.f64,vadd.f64,bpl.n,str,bne.n,vadd.f64,mov,vmrs,add,vsub.f64,it
adds,vmul.f64,vsub.f64,vdiv.f64,ldr,uxth,beq.n,mov,ble.n,pop,vmov,addne
pop,vmul.f64,vadd.f64,vmov.f64,str,lsrs,vsub.f64,bge.n,vdiv.f64,lsrs,vadd.f64,movs.w
subs,vmla.f64,vsub.f64,vmov.f64,str,uxth,vabs.f64,adds,vadd.f64,bic.w,vstr,it
mov,vadd.f64,beq.n,vmov.f64,str,lsrs,vcmpe.f64,mov,blx,bic.w,and.w,addne
cmp,vsub.f64,vsub.f64,vmla.f64,bl,mla,vmov.f64,adc.w,add,vsub.f32,add,add.w
bne.n,vmla.f64,vabs.f64,vmla.f64,push,mov.w,vmrs,cmp,add,vmov.f32,vpop,rsb
adds,vsub.f64,vcmpe.f64,vmls.f64,cmp,mla,bgt.n,sbcs.w,ldr,blx,ldmia.w,lsl.w
pop,vadd.f64,vmov.f64,vdiv.f64,sub,ldr.w,vmov,mov,vcmp.f64,add,bx,lsr.w
subs,vadd.f64,vmrs,vdiv.f64,ldrh.w,lsrs,adds,mov,push,add,cmp,lsl.w
mov,vsub.f64,bgt.n,b.n,ldrb.w,uxth,cmp,mov,vpush,ldr,bhi.n,orr.w
cmp,vmla.f64,vmov,vcmp.f64,bgt.n,add.w,vcvt.f64.s32,bge.n,ldr,vmov,tbb,lsr.w
bne.n,vsub.f64,adds,vmrs,ldr,mla,vmul.f64,adds,vmov.f64,movw,vmov.f64,add
adds,vnmls.f64,adds,bne.n,subs,lsrs,vdiv.f64,mov,vmrs,movt,vldr,b.n
pop,vadd.f64,vmov,vcmp.f64,str,uxth,vadd.f64,adc.w,add,vmov.f32,vldr,cmp.w
subs,vmov.f64,adds,vmrs,ldr,mov.w,beq.n,cmp,bls.n,push,bl,bcc.n
mov,vmla.f64,vmov,beq.n,str,mov.w,vsub.f64,sbcs.w,vmov.f64,sub,vcmpe.f64,cmp.w
cmp,vmul.f64,adds,vcmp.f64,ldr,mla,vabs.f64,mov,vpop,bic.w,push,bcc.n
bne.n,vmla.f64,vmov,vmrs,str,mov.w,vcmpe.f64,mov,ldmia.w,cmp,vpush,lsrs
adds,vmls.f64,adds,bne.n,ldr,mov,vmov.f64,mov,b.w,ble.n,mov,movs.w
pop,vmul.f64,vcvt.f64.s32,vsub.f64,str,add.w,vmrs,bge.n,vmov,cmp.w,sub,mov.w
subs,vmul.f64,vmov,vcmp.f64,ldr,orr.w,bgt.n,adds,push,blt.n,vmov.f64,add.w
mov,vadd.f64,adds,vmrs,str,ldr,vmov,mov,vpush,beq.n,vmrs,mov.w
cmp,vmls.f64,vmov,ite,str,strb,adds,adc.w,vmov.f64,vsub.f32,vmov.f64,cmn.w
bne.n,vldr,mov,movne,str,lsrs,cmp,cmp,subw,add,ble.w,bcs.w
adds,vsub.f64,vmov,cmp,bl,orr.w,vcvt.f64.s32,sbcs.w,cmp.w,pop,ldr,cmp.w
pop,vadd.f64,adds,bne.w,push,strb.w,vmul.f64,mov,mov,vsub.f32,add,it
subs,vadd.f64,adds,vcmp.f64,cmp,ldr.w,vdiv.f64,mov,blt.w,vmul.f32,vldr,adcs.w
mov,vadd.f64,vmov,vmrs,sub,mov,vadd.f64,mov,movw,vmov.f32,vadd.f64,adceq.w
cmp,vsub.f64,cmp,bne.w,ldrh.w,lsrs,beq.n,bge.n,movt,blx,vmov,orr.w
bne.n,vadd.f64,vdiv.f64,vsub.f64,ldrb.w,orr.w,vsub.f64,adds,cmp,add,vsub.f64,pop
adds,vldr,vcvt.f64.s32,vcmp.f64,bgt.n,strb.w,vabs.f64,mov,it,add,vsub.f64,subs
pop,vcmpe.f64,vdiv.f64,vmrs,ldr,lsrs,vcmpe.f64,adc.w,bgt.w,ldr,vmul.f64,vmov
subs,vmrs,vcvt.f64.s32,bne.n,subs,ldr.w,vmov.f64,cmp,movgt,vmov,vldr,strd
mov,ite,vdiv.f64,vcmp.f64,str,orr.w,vmrs,sbcs.w,ldr.w,movw,vldr,vadd.f64
cmp,vmlagt.f64,vcvt.f64.s32,vmrs,ldr,ldr,bgt.n,mov,add,movt,vldr,bne.n
bne.n,vadd.f64,vdiv.f64,bne.n,str,strb,vmov,mov,vldr,vmov.f32,ldr,bl
adds,vcmple.f64,vcvt.f64.s32,vsub.f64,ldr,lsrs,adds,mov,vsub.f64,push,lsls,push
pop,vmrs,vdiv.f64,vcmp.f64,str,orr.w,cmp,bge.n,vcmpe.f64,sub,vldr,movw
subs,vcmpe.f64,vcvt.f64.s32,vmrs,ldr,strb.w,vcvt.f64.s32,adds,vmrs,bic.w,vldr,movt
mov,beq.n,vdiv.f64,bne.n,str,ldr.w,vmul.f64,mov,it,cmp,add,movw
cmp,vmrs,vcvt.f64.s32,vcmp.f64,ldr,lsrs,vdiv.f64,adc.w,bmi.n,ble.n,add.w,movw
bne.n,it,vdiv.f64,vmrs,str,lsrs,vadd.f64,cmp,vmovmi.f64,cmp.w,vldr,movs
adds,vnegle.f64,vcvt.f64.s32,bne.n,str,lsrs,beq.n,sbcs.w,ldr.w,blt.n,vldr,ldr
pop,add,vadd.f64,vsub.f64,str,strb.w,vsub.f64,mov,add,beq.n,add.w,ldr
subs,vpop,vdiv.f64,vcmp.f64,bl,ldr,vabs.f64,mov,vldr,vsub.f32,vldr,uxth
mov,pop,vsub.f64,vmrs,push,ldr.w,vcmpe.f64,mov,vcmpe.f64,add,vldr,lsrs
cmp,vmov.f64,vadd.f64,beq.n,cmp,strb,vmov.f64,bge.n,vmrs,pop,vnmls.f64,uxth
bne.n,b.w,vsub.f64,vcmp.f64,sub,strb.w,vmrs,adds,ble.w,subs,vmov.f64,lsrs
adds,add,vadd.f64,vmrs,ldrh.w,add.w,bgt.n,mov,ubfx,vdiv.f32,vmla.f64,mla
pop,bl,vsub.f64,it,ldrb.w,cmp.w,vmov,adc.w,asrs,bne.n,vmul.f64,mla
subs,push,vadd.f64,bne.n,bgt.n,bne.n,adds,cmp,orr.w,vadd.f32,vmla.f64,uxth.w
mov,vmrs,vsub.f64,vmov.f64,ldr,uxth,cmp,sbcs.w,subw,add,vadd.f64,lsrs
cmp,bl,beq.n,vmoveq.f64,subs,lsrs,vcvt.f64.s32,mov,orr.w,eors,vsub.f64,add.w
bne.n,vmrs,vsub.f64,bx,str,uxth,vmul.f64,mov,adds,movw,vmls.f64,mla
adds,adds,vabs.f64,vldr,ldr,lsrs,vdiv.f64,mov,ldr.w,lsrs,vsub.f64,uxth
pop,movw,vcmpe.f64,vldr,str,mla,vadd.f64,bge.n,vmov,movt,vadd.f64,lsrs
subs,movt,vmov.f64,vsub.f64,ldr,mov.w,beq.n,adds,add,rsb,vadd.f64,mla
mov,and.w,vmrs,vmov.f64,str,mla,vsub.f64,mov,vldr,eor.w,vsub.f64,mov
cmp,beq.n,bgt.n,vmov.f64,ldr,ldr.w,vabs.f64,adc.w,vcmpe.f64,mvns,vmls.f64,str
bne.n,adds,vmov,vmov.f64,str,lsrs,vcmpe.f64,cmp,vmrs,add.w,vsub.f64,add.w
adds,iteee,adds,vmov.f64,ldr,uxth,vmov.f64,sbcs.w,bgt.w,rsb,vnmls.f64,orr.w
pop,ldr,adds,bl,str,add.w,vmrs,mov,ldr.w,adds,vadd.f64,str
subs,movweq,vmov,vabs.f64,str,mla,bgt.n,mov,vmov.f64,sub.w,vmul.f64,mov
mov,movtne,adds,vabs.f64,str,lsrs,vmov,mov,ldr.w,umull,vmls.f64,pop
cmp,itt,vmov,vcmpe.f64,bl,uxth,adds,bge.n,add,vmul.f32,vmul.f64,bl
bne.n,andne,adds,vmrs,push,mov.w,cmp,adds,vldr,umull,vmul.f64,orrs.w
adds,orrne,vmov,bpl.n,cmp,mov.w,vcvt.f64.s32,mov,add,lsrs,vsub.f64,it
pop,vmsr,adds,vdiv.f64,sub,mla,vmul.f64,adc.w,ldr.w,lsls,vmls.f64,push
subs,adds,vcvt.f64.s32,vmov.f64,ldrh.w,mov.w,vdiv.f64,cmp,vadd.f64,orr.w,vldr,moveq.w
mov,beq.n,vmov,vmov.f64,ldrb.w,mov,vadd.f64,sbcs.w,add.w,mov.w,vsub.f64,b.n
cmp,movs,adds,vmov.f64,bgt.n,add.w,beq.n,mov,vmov,mov.w,vsub.f64,mov.w
bne.n,bx,vmov,vmla.f64,ldr,orr.w,vsub.f64,mov,add,orr.w,vadd.f64,add.w
adds,and.w,mov,vmla.f64,subs,ldr,vabs.f64,mov,vmov,vsub.f32,vadd.f64,movs.w
pop,bl,vmov,vmls.f64,str,strb,vcmpe.f64,bge.n,ldr.w,vdiv.f32,vsub.f64,beq.w
subs,sub,adds,vdiv.f64,ldr,lsrs,vmov.f64,adds,vcvt.f64.s32,vdiv.f32,vadd.f64,mov.w
mov,movw,adds,vdiv.f64,str,orr.w,vmrs,mov,add,vmov.f32,vldr,movs.w
cmp,movt,vmov,b.n,ldr,strb.w,bgt.n,adc.w,vldr,vadd.f32,vcmpe.f64,it
bne.n,mov.w,cmp,vcmp.f64,str,ldr.w,vmov,cmp,ldr.w,blx,vmrs,addne
adds,str,vdiv.f64,vmrs,ldr,mov,adds,sbcs.w,add,add,ite,movs.w
pop,movw,vcvt.f64.s32,bne.n,str,lsrs,cmp,mov,vldr,add,vnmls.f64,it
subs,movt,vdiv.f64,vcmp.f64,ldr,orr.w,vcvt.f64.s32,mov,ldr.w,ldr,vaddgt.f64,addne
mov,str,vcvt.f64.s32,vmrs,str,strb.w,vmul.f64,mov,vstr,vmov,vcmple.f64,add.w
cmp,mov.w,vdiv.f64,beq.n,str,lsrs,vdiv.f64,bge.n,add,movw,vmrs,rsb
bne.n,str,vcvt.f64.s32,vcmp.f64,str,ldr.w,vadd.f64,adds,vldr,movt,beq.n,lsl.w
adds,lsls,vdiv.f64,vmrs,bl,orr.w,beq.n,mov,ldr.w,vmov.f32,lsls,lsr.w
pop,mov.w,vcvt.f64.s32,bne.n,push,ldr,vsub.f64,adc.w,vmov.f64,push,it,lsl.w
subs,str,vdiv.f64,vsub.f64,cmp,strb,vabs.f64,cmp,vstr,sub,add,orr.w
mov,mov.w,vcvt.f64.s32,vcmp.f64,sub,lsrs,vcmpe.f64,sbcs.w,vldr,bic.w,vpopmi,lsr.w
cmp,str,vdiv.f64,vmrs,ldrh.w,orr.w,vmov.f64,mov,add,cmp,pop,add
bne.n,movt,vcvt.f64.s32,ite,ldrb.w,strb.w,vmrs,mov,vldr,ble.n,vmov.f64,b.n
adds,mov.w,vdiv.f64,movne,bgt.n,ldr.w,bgt.n,mov,ldr.w,cmp.w,b.w,cmp.w
pop,str,vcvt.f64.s32,cmp,ldr,lsrs,vmov,bge.n,ldr.w,blt.n,add,bcc.n
subs,str,vadd.f64,bne.w,subs,lsrs,adds,adds,add,beq.n,bl,cmp.w
mov,bpl.n,vdiv.f64,vcmp.f64,str,lsrs,cmp,mov,vldr,vsub.f32,push,bcc.n
cmp,lsls,vsub.f64,vmrs,ldr,strb.w,vcvt.f64.s32,adc.w,add,add,vmrs,lsrs
bne.n,bpl.n,vadd.f64,bne.w,str,ldr,vmul.f64,cmp,addw,pop,bl,movs.w
adds,lsls,vsub.f64,vsub.f64,ldr,ldr.w,vdiv.f64,sbcs.w,ubfx,vadd.f32,vmrs,mov.w
pop,bpl.n,vadd.f64,vcmp.f64,str,strb,vadd.f64,mov,sub.w,vmul.f32,adds,add.w
subs,lsls,vsub.f64,vmrs,ldr,strb.w,beq.n,mov,add.w,vadd.f32,movw,mov.w
mov,bpl.n,vadd.f64,bne.n,str,add.w,vsub.f64,mov,vldr,bl,movt,cmn.w
cmp,lsls,vsub.f64,vcmp.f64,ldr,cmp.w,vabs.f64,bge.n,vmla.f64,movw,and.w,bcs.w
bne.n,bpl.n,beq.n,vmrs,str,bne.n,vcmpe.f64,adds,add.w,movt,beq.n,cmp.w
adds,vldr,vsub.f64,bne.n,str,uxth,vmov.f64,mov,vmov,push,adds,it
pop,vldr,vabs.f64,vsub.f64,str,lsrs,vmrs,adc.w,vldr,movw,iteee,adcs.w
subs,vdiv.f32,vcmpe.f64,vcmp.f64,bl,uxth,bgt.n,cmp,vldr,ldmia.w,ldr,adceq.w
mov,vmrs,vmov.f64,vmrs,push,lsrs,vmov,sbcs.w,vmov,movw,movweq,orr.w
cmp,movs,vmrs,bne.n,cmp,mla,adds,mov,vcvt.f64.s32,uxth,movtne,pop
bne.n,add,bgt.n,vsub.f64,sub,mov.w,cmp,mov,vcmpe.f64,lsrs,itt,subs
adds,bx,vmov,vcmp.f64,ldrh.w,mla,vcvt.f64.s32,mov,vmrs,uxth,andne,vmov
pop,movs,adds,vmrs,ldrb.w,ldr.w,vmul.f64,bge.n,ubfx,lsrs,orrne,strd
subs,pop,adds,beq.n,bgt.n,lsrs,vdiv.f64,adds,sub.w,mla,vmsr,vadd.f64
mov,vmov.f64,vmov,vmov.f64,ldr,uxth,vadd.f64,mov,vmov,mla,adds,bne.n
cmp,add,adds,vmov.f64,subs,add.w,beq.n,adc.w,add.w,pop,beq.n,bl
bne.n,vpop,vmov,bx,str,mla,vsub.f64,cmp,add.w,str,movs,push
adds,pop,adds,vldr,ldr,lsrs,vabs.f64,sbcs.w,vldr,add.w,bx,movw
pop,vadd.f64,vmov,vldr,str,uxth,vcmpe.f64,mov,vstr,str,and.w,movt
subs,vmul.f64,adds,vadd.f64,ldr,mov.w,vmov.f64,mov,vcvt.f64.s32,bx,bl,movw
mov,vadd.f64,vcvt.f64.s32,vadd.f64,str,mov.w,vmrs,mov,vldr,vmov.f32,sub,movw
cmp,bl,vmov,vmov.f64,ldr,mla,bgt.n,bge.n,vldr,vadd.f32,movw,movs
bne.n,movw,adds,vmov.f64,str,mov.w,bx,adds,vldr,vdiv.f32,movt,ldr
adds,movt,vmov,vmov.f64,ldr,mov,ldrd,mov,vmla.f64,mul.w,mov.w,ldr
pop,push,mov,vmov.f64,str,add.w,ldrb.w,adc.w,vldr,bl,str,uxth
subs,movw,vmov,bl,str,orr.w,adds,cmp,vmov.f64,movw,movw,lsrs
mov,ldmia.w,adds,vmov.f64,str,ldr,adc.w,sbcs.w,vmov.f64,movt,movt,uxth
cmp,movw,adds,vpush,bl,strb,strd,mov,vmla.f64,push,str,lsrs
bne.n,uxth,vmov,vmul.f64,push,lsrs,cmp,mov,vmul.f64,movw,mov.w,mla
adds,lsrs,cmp,vmul.f64,cmp,orr.w,beq.n,mov,vmul.f64,ldmia.w,str,mla
pop,uxth,vdiv.f64,vmul.f64,sub,strb.w,orrs.w,bge.n,vsub.f64,movw,lsls,uxth.w
subs,lsrs,vcvt.f64.s32,vmul.f64,ldrh.w,ldr.w,beq.n,adds,vmul.f64,uxth,mov.w,lsrs
mov,mla,vdiv.f64,vsub.f64,ldrb.w,mov,cmp,mov,vmla.f64,lsrs,str,add.w
cmp,mla,vcvt.f64.s32,vcmp.f64,bgt.n,lsrs,it,adc.w,vmul.f64,uxth,mov.w,mla
bne.n,pop,vdiv.f64,vadd.f64,ldr,orr.w,cmpeq,cmp,it,lsrs,str,uxth
adds,str,vcvt.f64.s32,vmrs,subs,strb.w,bcc.n,sbcs.w,vmla.f64,mla,movt,lsrs
pop,add.w,vdiv.f64,bne.n,str,lsrs,mov,mov,vaddmi.f64,mla,mov.w,mla
subs,str,vcvt.f64.s32,vcmp.f64,ldr,ldr.w,blx,mov,vmul.f64,pop,str,mov
mov,bx,vdiv.f64,vmrs,str,orr.w,vmov.f64,mov,bmi.n,str,str,str
cmp,vmov.f64,vcvt.f64.s32,beq.n,ldr,ldr,movs,bge.n,vmov.f64,add.w,bpl.n,add.w
bne.n,vadd.f64,vdiv.f64,vsub.f64,str,strb,vldr,adds,vcmpe.f64,str,lsls,orr.w
adds,vdiv.f64,vcvt.f64.s32,vcmp.f64,ldr,lsrs,vmov.f64,mov,vmrs,bx,bpl.n,str
pop,mul.w,vdiv.f64,vmrs,str,orr.w,vmov.f64,adc.w,it,eor.w,lsls,mov
subs,bl,vcvt.f64.s32,bne.w,ldr,strb.w,vmov.f64,cmp,bmi.n,bl,bpl.n,pop
mov,movw,vadd.f64,vcmp.f64,str,ldr.w,b.n,sbcs.w,vmovmi.f64,movw,lsls,bl
cmp,movt,vdiv.f64,vmrs,str,lsrs,vsub.f64,mov,vcmpe.f64,movt,bpl.n,orrs.w
bne.n,push,vsub.f64,bne.w,str,lsrs,vabs.f64,mov,vmrs,push,lsls,it
adds,movw,vadd.f64,vsub.f64,bl,lsrs,vcmpe.f64,mov,ite,movw,bpl.n,push
pop,ldmia.w,vsub.f64,vcmp.f64,push,strb.w,vmov.f64,bge.n,vsubgt.f64,ldmia.w,vldr,moveq.w
subs,movw,vadd.f64,vmrs,cmp,ldr,vmrs,adds,vcmpe.f64,movw,vldr,b.n
mov,uxth,vsub.f64,bne.w,sub,ldr.w,bgt.n,mov,vaddle.f64,uxth,vdiv.f32,mov.w
cmp,lsrs,vadd.f64,vcmp.f64,ldrh.w,strb,vmov,adc.w,vmrs,lsrs,vmrs,add.w
bne.n,uxth,vsub.f64,vmrs,ldrb.w,strb.w,adds,cmp,vadd.f64,uxth,movs,movs.w
adds,lsrs,beq.n,bne.w,bgt.n,add.w,cmp,sbcs.w,it,lsrs,add,beq.w
pop,mla,vsub.f64,movs,ldr,cmp.w,vcvt.f64.s32,mov,bmi.n,mla,bx,mov.w
subs,mla,vabs.f64,vsub.f64,subs,bne.n,vmul.f64,mov,vmovmi.f64,mla,movs,movs.w
mov,pop,vcmpe.f64,vcmp.f64,str,uxth,vdiv.f64,mov,vcmpe.f64,pop,pop,it
cmp,str,vmov.f64,vmrs,ldr,lsrs,vadd.f64,bge.n,vmrs,str,vmov.f64,addne
bne.n,add.w,vmrs,vcmp.f64,str,uxth,beq.n,adds,it,add.w,add,movs.w
adds,str,bgt.n,ite,ldr,lsrs,vsub.f64,mov,bmi.n,str,vpop,it
pop,bx,vmov,movs,str,mla,vabs.f64,adc.w,vmovmi.f64,bx,pop,addne
subs,eor.w,adds,vmrsne,ldr,mov.w,vcmpe.f64,cmp,vcmpe.f64,vmul.f32,lsrs,add.w
mov,bl,adds,bne.w,str,mla,vmov.f64,sbcs.w,ldr,add,bic.w,rsb
cmp,movw,vmov,vsub.f64,ldr,ldr.w,vmrs,mov,add,bl,bic.w,lsl.w
bne.n,movt,adds,vcmp.f64,str,lsrs,bgt.n,mov,vldr,movw,vsub.f64,lsr.w
adds,push,vmov,vmrs,str,uxth,vmov,mov,ldr,movt,vmov.f64,lsl.w
pop,movw,adds,vcmp.f64,str,add.w,adds,bge.n,vmrs,push,blx,orr.w
subs,ldmia.w,vmov,ite,bl,mla,cmp,adds,it,movw,add,lsr.w
mov,movw,adds,movs,push,lsrs,vcvt.f64.s32,mov,vsubgt.f64,ldmia.w,add,add
cmp,uxth,vcvt.f64.s32,vmrsne,cmp,uxth,vmul.f64,adc.w,add,movw,ldr,b.n
bne.n,lsrs,vmov,bne.n,sub,mov.w,vdiv.f64,cmp,vldr,uxth,push,cmp.w
adds,uxth,adds,cmp,ldrh.w,mov.w,vadd.f64,sbcs.w,it,lsrs,vpush,bcc.n
pop,lsrs,vmov,bne.n,ldrb.w,mla,beq.n,mov,vadd.f64,uxth,vmov.f64,cmp.w
subs,mla,mov,vsub.f64,bgt.n,mov.w,vsub.f64,mov,vldrle,lsrs,sub,bcc.n
mov,mla,vmov,vcmp.f64,ldr,mov,vabs.f64,mov,vadd.f64,mla,add,cmp.w
cmp,pop,adds,vmrs,subs,add.w,vcmpe.f64,bge.n,vadd.f64,mla,bl,it
bne.n,str,adds,bne.n,str,orr.w,vmov.f64,adds,vadd.f64,pop,vmrs,adcs.w
adds,add.w,vmov,vcmp.f64,ldr,ldr,vmrs,mov,vmla.f64,str,bic.w,adceq.w
pop,str,cmp,vmrs,str,strb,bgt.n,adc.w,vadd.f64,add.w,str,orr.w
subs,bx,vdiv.f64,bne.n,ldr,lsrs,vmov,cmp,vadd.f64,str,bic.w,pop
mov,vmul.f64,vcvt.f64.s32,vsub.f64,str,orr.w,adds,sbcs.w,vsub.f64,bx,vmsr,subs
cmp,add,vdiv.f64,vcmp.f64,ldr,strb.w,cmp,mov,vadd.f64,vadd.f32,movs,vmov
bne.n,bl,vcvt.f64.s32,vmrs,str,ldr.w,vcvt.f64.s32,mov,vadd.f64,umull,bx,strd
adds,movw,vdiv.f64,bne.n,ldr,mov,vmul.f64,mov,vcmp.f64,subs,movs,vadd.f64
pop,movt,vcvt.f64.s32,vcmp.f64,str,lsrs,vdiv.f64,bge.n,vmrs,add.w,bl,bne.n
